#CHSH bell test
#60 seconds measurement time
#S value 2.42
#Uncertainty 0.002
#S Value:	2,420±0,002
Pol_T(°)\Pol_A(°);22,5000;67,5000;112,500;157,500
0,00000;11762,9;2894,23;1755,95;10581,7
45,0000;10508,6;10937,9;3350,78;2885,23
90,0000;1691,07;11260,2;12489,7;2901,90
135,000;3164,78;3272,03;10822,0;10653,9
