g2(0): T&A;219,444705
g2(0): T&B;168,251012
g2(0): T&A&B;0,0104562606
Counts: T;1434540,00
Counts: A;727931,000
Counts: B;749210,000
Counts: T&A;80204,0000
Counts: T&B;63291,0000
Counts: T&A&B;37,0000000
Capture Duration (s);20,0000000
Rates (Hz): T;71727,0000
Rates (Hz): A;36396,5500
Rates (Hz): B;37460,5000
Rates (Hz): T&A;4010,20000
Rates (Hz): T&B;3164,55000
Rates (Hz): T&A&B;1,85000000
